"actor_id","actor_name"
"6818","Hiroyuki Sanada"
"6819","Valeria Golino"
"6820","Geraldine McEwan"
"6821","Sissy Toumasi"
"6822","Sean Bott"
"6823","Doug Collins"
"6824","Susan Saint James"
"6825","Minoru Chiaki"
"6826","Ian Keith"
"6827","Christoph Waltz"
"6828","Taissa Farmiga"
"6829","Eddie Cibrian"
"6830","Vladimir Bibic"
"6831","Robert Gustafsson"
"6832","Olivia Hamnett"
"6833","Tory Hartmann"
"6834","James Tarpey"
"6835","Katja Riemann"
"6836","Diane Lane"
"6837","Ganjirô Nakamura"
"6838","Neil Brown Jr."
"6839","Max Pomeranc"
"6840","Lucy DeVito"
"6841","Norihei Miki"
"6842","Ni Made Megahadi Pratiwi"
"6843","Cecil Kellaway"
"6844","Dennis Haysbert"
"6845","Slavko Stimac"
"6846","Tony Benn"
"6847","Wer LaFarge"
"6848","Hoyt Axton"
"6849","David Morse"
"6850","Julie Jézéquel"
"6851","Andrew Tiernan"
"6852","Adar Beck"
"6853","Christina Pickles"
"6854","Bill Baucom"
"6855","Phil Kingston"
"6856","Lee Blackman"
"6857","Heather Menzies-Urich"
"6858","Brian Haley"
"6859","David Wenham"
"6860","Karen Valentine"
"6861","Matt Lattanzi"
"6862","Rebecca Bloom"
"6863","Mauricio Venegas"
"6864","Lawrence Wilson"
"6865","Peter Mamakos"
"6866","Ron Silver"
"6867","Clara Wettergren"
"6868","Mads Mikkelsen"
"6869","Sue Lloyd"
"6870","Ginger Rogers"
"6871","Marie Rivière"
"6872","Jan-Gregor Kremp"
"6873","Gabriele Ferzetti"
"6874","Franklin Chang-Diaz"
"6875","Heinrich Schafmeister"
"6876","Howard Zinn"
"6877","Tess Harper"
"6878","Ellen Baker"
"6879","Louise Griffiths"
"6880","Jackie Coogan"
"6881","Anders W. Berthelsen"
"6882","Rosemarie Stevenson"
"6883","Callum Keith Rennie"
"6884","Alison Steadman"
"6885","Carol Lynley"
"6886","Jaden Smith"
"6887","Friedrich von Thun"
"6888","Sam Lerner"
"6889","Travis Fine"
"6890","Ray Galletti"
"6891","Tal Bachman"
"6892","Léa Seydoux"
"6893","Théophile Sowié"
"6894","Douglas Fairbanks"
"6895","Mike Noble"
"6896","Jeremy McWilliams"
"6897","Tina Aumont"
"6898","Brett Cullen"
"6899","Jim Lampley"
"6900","Malachi Pearson"
"6901","Aaron Abrams"
"6902","Dong-Hyeon Baek"
"6903","Gisèle Aouad"
"6904","Fairuza Balk"
"6905","Jill Bennett"
"6906","Carolyn Choa"
"6907","Jacqueline White"
"6908","Eduardo Verástegui"
"6909","Tessa Thompson"
"6910","Chingmy Yau"
"6911","Nike Arrighi"
"6912","José Calvo"
"6913","Lisa Kathleen Collins"
"6914","Judd Nelson"
"6915","Bajram Severdzan"
"6916","Mark Donovan"
"6917","Antonio Gil"
"6918","Susan Clark"
"6919","Anamaria Marinca"
"6920","Emma Bell"
"6921","Alexandra Holden"
"6922","Sophie Vavasseur"
"6923","Julian Weigend"
"6924","Roger Carel"
"6925","David McBean"
"6926","Suzanne Bateman"
"6927","Emma Karwandy"
"6928","Safar Ali Moradi"
"6929","Mackenzie Mowat"
"6930","Mary Gregory"
"6931","Ellen Widmann"
"6932","Peter Boyle"
"6933","Charles Cioffi"
"6934","Zak Orth"
"6935","Kaleil Isaza Tuzman"
"6936","Annie Allix"
"6937","Kadyr Gutierrez"
"6938","Mike Myers"
"6939","June Barry"
"6940","Justin McGuire"
"6941","Laurent Grévill"
"6942","Biao Yuen"
"6943","France Rumilly"
"6944","Cathy Tyson"
"6945","Grace Huang"
"6946","Ian Hart"
"6947","Marshall Manesh"
"6948","Harry Lloyd"
"6949","Robert Carlyle"
"6950","Nina Kunzendorf"
"6951","Sid Haig"
"6952","Chris Spencer"
"6953","Ayami Kakiuchi"
"6954","Ann Beeson"
"6955","Laurie Fortier"
"6956","Mike Maas"
"6957","Babou Ceesay"
"6958","Alma Beltran"
"6959","Adam Wood"
"6960","Adam Wingard"
"6961","Casper Van Dien"
"6962","Sharon Taylor"
"6963","Raymond Briggs"
"6964","Gail Neely"
"6965","Heath Ledger"
"6966","Linda Kozlowski"
"6967","Shirley Jones"
"6968","Elodie Yung"
"6969","Gérard Blain"
"6970","Slavoj Zizek"
"6971","Margot Kidder"
"6972","Victor Rasuk"
"6973","Burghart Klaußner"
"6974","Alain Chabat"
"6975","Breckin Meyer"
"6976","Steve Burton"
"6977","Chad Lindberg"
"6978","Esko Nikkari"
"6979","Ramón Barea"
"6980","John Lazar"
"6981","Maudie Johnson"
"6982","Franz-Otto Krüger"
"6983","Dustin Milligan"
"6984","Robert Evans"
"6985","Rachel Shelley"
"6986","Edmund Lupinski"
"6987","James Blackwell"
"6988","Enrique Murciano"
"6989","Mark Goodin"
"6990","Molly Graham"
"6991","Bernie Mac"
"6992","Stephen Gevedon"
"6993","Viola Harris"
"6994","Melissa Moore"
"6995","Masahiro Motoki"
"6996","Lothaire Bluteau"
"6997","Philip Dinn"
"6998","Gary Busey"
"6999","Nathan Baesel"
"7000","Raquel Beaudene"
"7001","Faith Kent"
"7002","Gerry Quigley"
"7003","Rachel Anton"
"7004","Jay C. Flippen"
"7005","Roger Lloyd Pack"
"7006","Henry Cavill"
"7007","Miguel Ángel Fuentes"
"7008","Adolfo Quinones"
"7009","Aaron Dismuke"
"7010","Edward James Olmos"
"7011","Jean Desailly"
"7012","Pheline Roggan"
"7013","Eri Watanabe"
"7014","Douglas M. Griffin"
"7015","Bruce McFee"
"7016","Tom Wood"
"7017","Abraham Paskowitz"
"7018","Nick Metropolis"
"7019","Jere Burns"
"7020","Chuck Pfeiffer"
"7021","Adriana Conserva"
"7022","Renée O'Connor"
"7023","Yael Stone"
"7024","Traci Lords"
"7025","Béatrice Bonifassi"
"7026","Toyah Willcox"
"7027","Bohumil Svarc"
"7028","John Wayne"
"7029","David Boreanaz"
"7030","O.C. Brown"
"7031","Lou Hancock"
"7032","Hubert Koundé"
"7033","Trip Payne"
"7034","Yûko Mita"
"7035","Pierre-Marie Escourrou"
"7036","Ken Adam"
"7037","Eriq Ebouaney"
"7038","Kelly Lee"
"7039","Meret Becker"
"7040","Zuhal Gencer"
"7041","Slobodan Bestic"
"7042","Edward Albert"
"7043","Tien Miao"
"7044","Clare Bullus"
"7045","Rick Gonzalez"
"7046","Tristan Rogers"
"7047","Lloyd Nolan"
"7048","David Lee Smith"
"7049","Francesca Capaldi"
"7050","Spencer Treat Clark"
"7051","Luke Kirby"
"7052","Nick Swardson"
"7053","Jeb Stuart Adams"
"7054","Shungiku Uchida"
"7055","Rae Dawn Chong"
"7056","Jack Wouterse"
"7057","David Schwimmer"
"7058","Sha-Na-Na"
"7059","Tim Daly"
"7060","Travis Ramos"
"7061","Frank De Julio"
"7062","Anna Levine"
"7063","Sheryl Lee"
"7064","River Phoenix"
"7065","Boris Karloff"
"7066","Justine Waddell"
"7067","Eve"
"7068","Jack Nance"
"7069","Jay Baruchel"
"7070","Charlotte Gainsbourg"
"7071","D.W. Moffett"
"7072","Kankurô Kudô"
"7073","McKee Anderson"
"7074","Terry Chimes"
"7075","Angie Everhart"
"7076","Art Evans"
"7077","Robert McNamara"
"7078","Robert Fyfe"
"7079","Danielle Darrieux"
"7080","Jorge Arenivar"
"7081","John Benjamin Hickey"
"7082","Laird John Hamilton"
"7083","Ralph Waite"
"7084","Julian Wadham"
"7085","Mark Merritt"
"7086","Battles"
"7087","W. Earl Brown"
"7088","Randy Jones"
"7089","Janel Parrish"
"7090","Dana Delany"
"7091","Frédéric Gorny"
"7092","Emma Stone"
"7093","Dawn Didawick"
"7094","Rose Leslie"
"7095","Vin Diesel"
"7096","Carl McCall"
"7097","Susanna Hoffs"
"7098","Jack Hedley"
"7099","Russ Little"
"7100","Jim Ross"
"7101","Ok-bin Kim"
"7102","Matt Schulze"
"7103","Françoise Lebrun"
"7104","Steven Waddington"
"7105","John Kani"
"7106","Horace Hodges"
"7107","Hazel Court"
"7108","W.C. Fields"
"7109","Marcel Camus"
"7110","Jason Alexander"
"7111","Jeremy Davies"
"7112","Ulises Dumont"
"7113","Katie Featherston"
"7114","Kelly Lin"
"7115","Kevin Richardson"
"7116","Glen Matlock"
"7117","Leo Lee"
"7118","Nathan Corbett"
"7119","Karl Glusman"
"7120","Amy Aquino"
"7121","Allison Roddan"
"7122","Misako Watanabe"
"7123","Garrett Hedlund"
"7124","Ashanti"
"7125","Greg Germann"
"7126","Birgitta Valberg"
"7127","Doug Erholtz"
"7128","Cathryn de Prume"
"7129","Mike Lackey"
"7130","Charles Durning"
"7131","Julia Weldon"
"7132","Angela Pietropinto"
"7133","Lance Guest"
"7134","Chandra Wilson"
"7135","Gurgon Kyap"
"7136","Phyllida Law"
"7137","Marjorie Wood"
"7138","Rasmus Hardiker"
"7139","Alicia Silverstone"
"7140","Claudia Kaleem"
"7141","Richard Deacon"
"7142","Sandrine Bonnaire"
"7143","Kerwin Mathews"
"7144","James Anderson"
"7145","Rudolf Forster"
"7146","Tamaki Ogawa"
"7147","Jackson Wurth"
"7148","Bill Paxton"
"7149","Ruth Sheen"
"7150","Anthony Higgins"
"7151","Roy Scheider"
"7152","Steven Wright"
"7153","Tzi Ma"
"7154","Todd Armstrong"
"7155","Glen Caspillo"
"7156","Renée Taylor"
"7157","Yul Brynner"
"7158","Eddie Jemison"
"7159","Robin Hill"
"7160","Carroll O'Connor"
"7161","András Sütö"
"7162","James D'Arcy"
"7163","Linus Roache"
"7164","Hank Aaron"
"7165","David Pledger"
"7166","Al Waxman"
"7167","Abigail Clayton"
"7168","Karan Ashley"
"7169","Norman Zigrossi"
"7170","Madolyn Smith Osborne"
"7171","D.R. Anderson"
"7172","Marc McClure"
"7173","John Hargreaves"
"7174","James Argiro"
"7175","Milo Cawthorne"
"7176","Chandler Canterbury"
"7177","Geneviève Picot"
"7178","Sandra Voe"
"7179","Ludacris"
"7180","Allan Louis"
"7181","John Dossett"
"7182","Hai Yu"
"7183","Valerie Buhagiar"
"7184","GG Allin"
"7185","Ana de la Reguera"
"7186","Chia-Hui Liu"
"7187","J. David Moeller"
"7188","Marcus Boij"
"7189","Erin McMurtry"
"7190","Leon M. Lion"
"7191","Zack Duhame"
"7192","Lena Nyman"
"7193","John Ventimiglia"
"7194","Jo Harvey Allen"
"7195","Wenli Jiang"
"7196","Chris Weitz"
"7197","Daniel Lapaine"
"7198","Lya Lys"
"7199","Bryna Weiss"
"7200","James Roach"
"7201","Shaun Parkes"
"7202","Oliver Cotton"
"7203","Stefania Rocca"
"7204","Peggy Ann Garner"
"7205","Garth Hudson"
"7206","Alexandra Dahlström"
"7207","Gregory Smith"
"7208","François Wertheimer"
"7209","Lenore Kasdorf"
"7210","Hawa Abaker"
"7211","Sandy Dennis"
"7212","Genesis Rodriguez"
"7213","Owen Kline"
"7214","Jan Tesarz"
"7215","Michael Dixon"
"7216","Alexandra Paul"
"7217","Rocco Siffredi"
"7218","Robin Stille"
"7219","Jesse Bradford"
"7220","Mike Bonanno"
"7221","Matthew Fox"
"7222","Mario Casas"
"7223","Dieter Dengler"
"7224","Armand Mastroianni"
"7225","Mark Trafford"
"7226","Sam Chew Jr."
"7227","Kajol"
"7228","Daria Nicolodi"
"7229","James Brolin"
"7230","Albert Dieudonné"
"7231","Carmen Chaplin"
"7232","Anian Zollner"
"7233","Jasen Fisher"
"7234","Patti LuPone"
"7235","Ya-Lei Kuei"
"7236","Blasphemer"
"7237","Adam Driver"
"7238","Karen M. Waldron"
"7239","Arnold Lucy"
"7240","Nigel Green"
"7241","The Andrews Sisters"
"7242","David Samson"
"7243","Ken Kratz"
"7244","Dominique Pinon"
"7245","Robin Curtis"
"7246","Lindy Booth"
"7247","Taphon Phopwandee"
"7248","Sean Gullette"
"7249","Walt Disney"
"7250","Walter Cronkite"
"7251","Adrian Hoven"
"7252","Andy Serkis"
"7253","Tim Carter"
"7254","Daniel Huttlestone"
"7255","Lisa Jane Persky"
"7256","James Wong"
"7257","John Steadman"
"7258","Pupella Maggio"
"7259","Luke Edwards"
"7260","Michèle Caucheteux"
"7261","Dax Flame"
"7262","Corey Hawkins"
"7263","Annette Hanshaw"
"7264","Samy Naceri"
"7265","Lisa Loven Kongsli"
"7266","Elizabeth Perkins"
"7267","Monsignor Cain"
"7268","Maria de Medeiros"
"7269","Ken Watanabe"
"7270","Dinah Sheridan"
"7271","Del Moore"
"7272","Zhou Sun"
"7273","Dylan O'Brien"
"7274","Brad Dourif"
"7275","Fay Wray"
"7276","Chikage Awashima"
"7277","Andrew Jacobs"
"7278","Amin Maher"
"7279","Raven Goodwin"
"7280","Keeley Hawes"
"7281","Jorge Garcia"
"7282","Daniel Anderson"
"7283","Peter O'Toole"
"7284","Jeremy Suarez"
"7285","Michael Cera"
"7286","Harutaki Takahashi"
"7287","Sarah Paulson"
"7288","Denise Richards"
"7289","Rosie Shaw"
"7290","Bill Robinson"
"7291","Fred Ward"
"7292","Jason Baldwin"
"7293","Tony Haygarth"
"7294","Sam Elliott"
"7295","Josef Altin"
"7296","Paul Gleason"
"7297","James Russo"
"7298","Matthew Pleszewicz"
"7299","Katee Sackhoff"
"7300","Michael Constantine"
"7301","Genevieve Buechner"
"7302","Lieh Lo"
"7303","Enrique Castillo"
"7304","Leigh Hunt"
"7305","Jennifer Clay"
"7306","Émilie Leclerc"
"7307","Richard Manuel"
"7308","Julie Cox"
"7309","Margaret Whitton"
"7310","Victoria Anoux"
"7311","Hermione Norris"
"7312","Roger Aaron Brown"
"7313","Marco Messeri"
"7314","Channing Tatum"
"7315","Sandra Rodríguez"
"7316","Jacob Appelbaum"
"7317","Jerry Lewis"
"7318","Yukari Ôshima"
"7319","Seiko Takuma"
"7320","Rosemary Harris"
"7321","Tyler McKinney"
"7322","Stephen Macht"
"7323","Jack Albertson"
"7324","Greg Sestero"
"7325","Laura Albert"
"7326","Ethan Embry"
"7327","Kevin M. Horton"
"7328","Natalie Mendoza"
"7329","Jacques Gamblin"
"7330","Kimberly Beck"
"7331","Ric Young"
"7332","Amie Carey"
"7333","Mauno Alasuutari"
"7334","Vladimir Barsky"
"7335","Katie Boland"
"7336","Divine"
"7337","Jessica Lee"
"7338","Michael Wright"
"7339","Gerry Robert Byrne"
"7340","James Acheson"
"7341","Simone Signoret"
"7342","Judge Reinhold"
"7343","Clayton Rohner"
"7344","Barry Nelson"
"7345","Greg Wise"
"7346","Duane Martin"
"7347","Anne Reid"
"7348","Todd Bryant"
"7349","Fritz Weaver"
"7350","Will Hutchins"
"7351","Marcia Gay Harden"
"7352","Andie MacDowell"
"7353","Priscilla Presley"
"7354","Marta Fernández Muro"
"7355","Jane Jensen"
"7356","Lee J. Cobb"
"7357","Alexz Johnson"
"7358","Joel Kinnaman"
"7359","Anthony La Penna"
"7360","Oleg Yankovskiy"
"7361","Franco Fabrizi"
"7362","Delphine Chanéac"
"7363","Kelly Jo Minter"
"7364","Frances O'Connor"
"7365","Jim Eigo"
"7366","Lucille Billingsley"
"7367","Frank Baker"
"7368","Bernie Van De Yacht"
"7369","Annet Malherbe"
"7370","Dana Snyder"
"7371","Ewen Bremner"
"7372","Ernst Pittschau"
"7373","Ken Jenkins"
"7374","Bobby Di Cicco"
"7375","Trevor Howard"
"7376","Fernando Vargas"
"7377","Javier Drolas"
"7378","Allen Ginsberg"
"7379","Brad Greenquist"
"7380","Chung-Erh Lung"
"7381","Layne Beachley"
"7382","Bengt Braskered"
"7383","Pamela Franklin"
"7384","Shad Moss"
"7385","Thomas Mitchell"
"7386","Lauren Luna Vélez"
"7387","Bentley Mitchum"
"7388","Stephen Tobolowsky"
"7389","J.J. Clark"
"7390","Paul Hogan"
"7391","Felipe Rose"
"7392","Ponijao"
"7393","Yuri Lowenthal"
"7394","Héctor Colomé"
"7395","Phil Hartman"
"7396","Sam Jaffe"
"7397","Rebecca Hall"
"7398","Colin Blakely"
"7399","Susan Cabot"
"7400","Scott MacDonald"
"7401","Terry Gannon"
"7402","Jon Walmsley"
"7403","Robert J. Steinmiller Jr."
"7404","Ben Kingsley"
"7405","Shawn Doyle"
"7406","Timothy Olyphant"
"7407","Mickey Sumner"
"7408","Amy Landecker"
"7409","John Kassir"
"7410","Lysette Anthony"
"7411","Jerry Levine"
"7412","Breno Mello"
"7413","James Whitmore"
"7414","Cheryl Costa"
"7415","Tamao Satô"
"7416","Chase Wright Vanek"
"7417","Al Millan"
"7418","Rhona Mitra"
"7419","Hal Havins"
"7420","Joe Spinell"
"7421","Howie Long"
"7422","Julia Sawalha"
"7423","Annette Crosbie"
"7424","Soledad Miranda"
"7425","Jean-Louis Barrault"
"7426","Walter Matthau"
"7427","Mike Malone"
"7428","Bruce McDonald"
"7429","Rodrigo Sánchez Borhorquez"
"7430","William Devane"
"7431","Tommy Bone"
"7432","Hugo Haas"
"7433","Philip Winchester"
"7434","Betty Staley"
"7435","Brian Keith Allen"
"7436","Amanda Pays"
"7437","Al Franken"
"7438","Monica Rial"
"7439","Harry Crocker"
"7440","Kôji Yakusho"
"7441","Chris Warren"
"7442","Al Pacino"
"7443","Fabrizio Forte"
"7444","Tom Rack"
"7445","Cortney Palm"
"7446","Estelle Winwood"
"7447","Dalia Hernández"
"7448","Jeffrey Ross"
"7449","Maureen Flannigan"
"7450","Aerosmith"
"7451","Nam-gil Kim"
"7452","Shiang-chyi Chen"
"7453","Louise Marleau"
"7454","Nancy Walters"
"7455","Joanne Ritchie"
"7456","Freddie Prinze Jr."
"7457","Parker Sawyers"
"7458","Charlton Heston"
"7459","Ashley L. Anderson"
"7460","José Iturbi"
"7461","Jami Gertz"
"7462","Richard DeManincor"
"7463","Emilia Fox"
"7464","Terence Donovan"
"7465","Maria Kraakman"
"7466","Joy Carlin"
"7467","David Sandberg"
"7468","Jean Hersholt"
"7469","Zina Bethune"
"7470","Steven M. Martin"
"7471","Vivean Gray"
"7472","Laura Vasiliu"
"7473","Peter Jeffrey"
"7474","Richard Boes"
"7475","Stephen Badger"
"7476","Jim Farley"
"7477","Robert Pattinson"
"7478","Joanna Kulig"
"7479","Irina Saltykova"
"7480","Joan Lauckner"
"7481","Sienna Guillory"
"7482","Brad Dexter"
"7483","Georgina Bloomberg"
"7484","Mélanie Laurent"
"7485","Margaret Sheridan"
"7486","David Crosby"
"7487","Justin Whalin"
"7488","Ayrton Senna"
"7489","Peter Bonerz"
"7490","Ariel Schulman"
"7491","Jonathan Freeman"
"7492","Nigel Lindsay"
"7493","Megumi Hayashibara"
"7494","Theo Morrissey"
"7495","Wesley Eure"
"7496","Makiko Esumi"
"7497","Terri Susan Smith"
"7498","Holliston Coleman"
"7499","Dwayne Hickman"
"7500","Ike Barinholtz"
"7501","Jackie Johnson"
"7502","Kyle Secor"
"7503","Marco Antonio Aguirre"
"7504","Claudio Brook"
"7505","Bruno Campos"
"7506","Jason Gedrick"
"7507","Stuart Wolfenden"
"7508","Mike Minett"
"7509","Jennifer Lopez"
"7510","Richard Kiel"
"7511","Tony Cetera"
"7512","Richard Arlook"
"7513","Brigitte Mira"
"7514","Verna Bloom"
"7515","Siobhan Finneran"
"7516","Bill Engvall"
"7517","Gloria Lynne Henry"
"7518","Ben Weber"
"7519","Laura Silverman"
"7520","Tiffany Limos"
"7521","Amir AboulEla"
"7522","Heidi Marnhout"
"7523","Dennis Chan"
"7524","Shannen Doherty"
"7525","Leon"
"7526","Juhani Kumpulainen"
"7527","Enzo Turrin"
"7528","Rhett Giles"
"7529","Cherry Jones"
"7530","Ester Brym"
"7531","Anny Ondra"
"7532","Dan Hanlon"
"7533","Richard Moll"
"7534","Christopher Abbott"
"7535","Everett Sloane"
"7536","Odette Talazac"
"7537","Luise Rainer"
"7538","Francesca d'Aloja"
"7539","Dudley Digges"
"7540","Bill Cowsill"
"7541","Tiana Davidson 'Thelma' Davis"
"7542","Nanni Moretti"
"7543","Trevor Morgan"
"7544","Gary Basaraba"
"7545","Charles Hallahan"
"7546","R.A. Mihailoff"
"7547","Ingrid Oliu"
"7548","Krystyna Janda"
"7549","Lucy Tulugarjuk"
"7550","Frieda Inescort"
"7551","Stephen McCole"
"7552","J.H. Wyman"
"7553","Colin O'Donoghue"
"7554","Carl Sagan"
"7555","Michael Wilding"
"7556","Yutaka Takenouchi"
"7557","Gio Perez"
"7558","Chris Owen"
"7559","Linda Hayden"
"7560","Christopher Curry"
"7561","Alex D. Linz"
"7562","Linda Warren"
"7563","Dennis Wilson"
"7564","Henry Winkler"
"7565","Mothusi Magano"
"7566","Tammi Katherine Jones"
"7567","Mai Zetterling"
"7568","Robin Thomas"
"7569","Matthew Faber"
"7570","Jonathan Chan-Pensley"
"7571","Natalie Desselle Reid"
"7572","Frédéric Andréi"
"7573","Simon Helberg"
"7574","Gary Cooper"
"7575","Birgit Doll"
"7576","Ricky Schroder"
"7577","Darwin Joston"
"7578","Lila Kedrova"
"7579","Bubba Smith"
"7580","Mary Tyler Moore"
"7581","Ivar Brogger"
"7582","Richard Libertini"
"7583","Alan North"
"7584","Susan Anspach"
"7585","Ryô Horikawa"
"7586","Rolf Hoppe"
"7587","Kaelynn Craddick"
"7588","Josh Bolt"
"7589","Don King"
"7590","Bertil Norström"
"7591","Yvonne Strahovski"
"7592","Jennifer Esposito"
"7593","Vernel Bagneris"
"7594","Joaquin Phoenix"
"7595","Jack Good"
"7596","Russell Hampshire"
"7597","Jean-Michel Fête"
"7598","Gene Tierney"
"7599","Nicollette Sheridan"
"7600","Adam LeFevre"
"7601","Noah Ringer"
"7602","Derek Barbosa"
"7603","Shia LaBeouf"
"7604","Céline Sallette"
"7605","Katrina Bowden"
"7606","Elizabeth Morehead"
"7607","Hansjörg Felmy"
"7608","Leon Janney"
"7609","Marie-Anne Chazel"
"7610","Batiste Sornin"
"7611","Matthäus Bleibinger"
"7612","Regina Hall"
"7613","Doug Bruce"
"7614","Rex Harrison"
"7615","Jaromír Kalina"
"7616","Jean Anderson"
"7617","Dita Parlo"
"7618","Shawn Hatosy"
"7619","Stuart Goodwin"
"7620","Don Gordon"
"7621","Bokeem Woodbine"
"7622","Jean-Claude Adelin"
"7623","Richard Kind"
"7624","Peter Greene"
"7625","James Eckhouse"
"7626","Saoirse Ronan"
"7627","Joshua Zeman"
"7628","Danny Abelson"
"7629","Tab Hunter"
"7630","Steve Wiebe"
"7631","Mary Beth Aylesworth"
"7632","Laurence Olivier"
"7633","Patrick Labyorteaux"
"7634","Cassidy Gifford"
"7635","Pierce Brosnan"
"7636","Lisa Howard"
"7637","Mariah Carey"
"7638","Virginia Mayo"
"7639","Paul Lombardi"
"7640","Joe Vitale"
"7641","Owen Roe"
"7642","Raven-Symoné"
"7643","Laura Harrington"
"7644","Sam Waterston"
"7645","Robert Balfanz"
"7646","Kimberly Elise"
"7647","Christine Noonan"
"7648","John Stirratt"
"7649","Anais Evans"
"7650","Laurent Malet"
"7651","Virginia Christine"
"7652","Morten Holst"
"7653","Mirela Cioaba"
"7654","Frantisek Debelka"
"7655","Lauren Graham"
"7656","Daphne"
"7657","Joel Brooks"
"7658","Mario Machado"
"7659","Erin Dilly"
"7660","Mark Moseley"
"7661","Danuel Pipoly"
"7662","Zelda Williams"
"7663","Edward Stanley"
"7664","Kristen Schaal"
"7665","Tomoya Nagase"
"7666","Harry Secombe"
"7667","Nic Knight"
"7668","Connie Nielsen"
"7669","Andrew Keegan"
"7670","Judy Geeson"
"7671","Ralph Arlyck"
"7672","Gina McKee"
"7673","Mohamad Dolati"
"7674","Tessa Bouché"
"7675","Robin Shou"
"7676","Don Johnson"
"7677","Jay Paulson"
"7678","Kathryn Grayson"
"7679","Audrey Dalton"
"7680","Edward Andrews"
"7681","Hildegard Knef"
"7682","Patrick Huard"
"7683","Paprika Steen"
"7684","Brittany Colonna"
"7685","Amy Goodman"
"7686","Rob LaBelle"
"7687","Ice Cube"
"7688","Marijke Pinoy"
"7689","Paz Vega"
"7690","Cary Grant"
"7691","Patrick Bauchau"
"7692","Alan Cumming"
"7693","Siu-Ho Chin"
"7694","Miriam Margolyes"
"7695","Lena Horne"
"7696","Börje Ahlstedt"
"7697","Grant Page"
"7698","Tom Ljungman"
"7699","Joe Cole"
"7700","Chris Lowell"
"7701","Rya Kihlstedt"
"7702","Olivia Hussey"
"7703","Danny Glover"
"7704","Maximilian Schell"
"7705","Henry B. Walthall"
"7706","Jenifer Lewis"
"7707","Terry Gilliam"
"7708","Kathryn Mullen"
"7709","Zdenek Sverák"
"7710","Ashley Peldon"
"7711","Emilie Jacobs"
"7712","Richard Lewis Warren"
"7713","Jake La Botz"
"7714","Glenn Corbett"
"7715","Yea-young Kwon"
"7716","Abraham Benrubi"
"7717","Starr Andreeff"
"7718","Mira Furlan"
"7719","Tanya Crumel"
"7720","Dianne Foster"
"7721","John G. Avildsen"
"7722","Freddie Bartholomew"
"7723","Riyoko Ikeda"
"7724","Kathryn Grant"
"7725","Paulette Dubost"
"7726","Charlie Talbert"
"7727","Bridget Fonda"
"7728","Eric Gurry"
"7729","Michael Ansara"
"7730","Perdita Weeks"
"7731","Christa Denton"
"7732","Laurie Allen"
"7733","Ulrich Matthes"
"7734","Betty Boardman"
"7735","Clara Rockmore"
"7736","Laura Cepeda"
"7737","Guy Stockwell"
"7738","Roshan Seth"
"7739","RJ Cyler"
"7740","Blake Cooper"
"7741","Master P"
"7742","Richard Dysart"
"7743","Kylie Travis"
"7744","Almendra Andrade"
"7745","Csongor Kassai"
"7746","Harpo Marx"
"7747","Jûrôta Kosugi"
"7748","Daniel Shalikar"
"7749","Brent Spiner"
"7750","Miley Cyrus"
"7751","Joseph C. Phillips"
"7752","Lenore Zann"
"7753","John Flaus"
"7754","Alice Evans"
"7755","Fred Melamed"
"7756","Bruce Altman"
"7757","Lyle Alzado"
"7758","Art Parkinson"
"7759","Ed Speleers"
"7760","Phyllis Boyens"
"7761","Mark Walton"
"7762","Maria Canals-Barrera"
"7763","Ivana Milicevic"
"7764","Mickey Rooney"
"7765","Lena Dunham"
"7766","Ron Fazio"
"7767","Taylor Negron"
"7768","Ted Raimi"
"7769","Yoná Magalhães"
"7770","Ken Berry"
"7771","Taika Waititi"
"7772","Ethan Phillips"
"7773","Andy Richter"
"7774","Vincent Cassel"
"7775","Diane Kruger"
"7776","Victoria Jackson"
"7777","Mary Philips"
"7778","Rémi Laurent"
"7779","Daryl Hannah"
"7780","Elisha Cuthbert"
"7781","Jean-Claude Van Damme"
"7782","Anna Felix"
"7783","Elden Henson"
"7784","Mary Ellen Brighton"
"7785","Preston Foster"
"7786","Robert MacNaughton"
"7787","Jessica Chastain"
"7788","Nick Stabile"
"7789","Neville Brand"
"7790","Aurelien Parent Koenig"
"7791","Anthony Meindl"
"7792","Matthew Labyorteaux"
"7793","Nora Gregor"
"7794","50 Cent"
"7795","Michael Kaycheck"
"7796","Craig Archibald"
"7797","Rebecca Gibney"
"7798","Mae West"
"7799","Izumi Kasagi"
"7800","Richard Eyer"
"7801","Michael E. Knight"
"7802","Pilar Padilla"
"7803","Joe Breen"
"7804","Eivind Sander"
"7805","Heather O'Rourke"
"7806","Hannah John-Kamen"
"7807","Tom Cavanagh"
"7808","Anand Upadhyaya"
"7809","D.L. Hughley"
"7810","Dustin Mayfield"
"7811","Sarah Shoshana David"
"7812","Arye Gross"
"7813","Dan Leis"
"7814","Harold Goodwin"
"7815","Akio Kobori"
"7816","Mark-Paul Gosselaar"
"7817","Hervé Villechaize"
"7818","Paul Corning"
"7819","Larry Demery"
"7820","Jen Bluestein"
"7821","Rocki DuCharme"
"7822","Hirotaka Suzuoki"
"7823","Rentarô Mikuni"
"7824","Richard Hawking"
"7825","Troy Byer"
"7826","James Douglas"
"7827","Richard Roxburgh"
"7828","Daveigh Chase"
"7829","Christine Hargreaves"
"7830","Peter Chatel"
"7831","Robert De Niro"
